Labor Requirements,Equipment Usage,Material Quantities,Project Duration (days),Resource Allocation Efficiency,Schedule Optimization,Computation Time (CT),Best Cost (BC),Evaluation Metric (Nfe),Mean Resource Demand,SD of Resource Demand,Risk Level
161,12,1057.1330028095686,430,80.55402938306392,1,394.35446763815264,184284.642191423,216,75.96437402298916,19.422337194911663,0
135,17,593.8133403460527,432,96.13192057502843,1,239.87598445835062,830436.3364224493,159,76.61756065038644,15.272259782504833,1
190,17,1702.0503737292786,149,95.59534905893946,0,337.5806868891292,361316.0160245469,198,76.31850408822906,13.250576433918154,1
68,5,1649.882785957465,110,92.71425222620118,0,220.69211241471157,638207.1871567634,260,72.98216438923704,11.581265696330682,0
149,10,1600.4237450634687,450,80.40593521825294,0,227.48605571872912,414698.91423438664,214,91.2674839106559,13.385266347268358,2
189,28,949.1652657378299,255,89.44959240535333,1,214.86494418525504,895045.5436118752,206,90.35983049962911,10.205116030233896,2
196,23,760.2201113989358,169,80.51588222075237,0,315.72268615324356,1139837.7442768004,176,79.145794822021,13.635581553482977,2
125,20,1456.3298967053447,268,94.7842432989911,1,264.25536521799836,1108784.4574167947,262,61.78644865515595,15.314859273045048,0
58,12,1244.2495761698292,371,76.111033329316,0,383.13343341051075,741768.8366585003,282,72.38237206052294,18.71866245850945,0
77,5,767.3787003569623,167,98.80941377659508,1,175.26709496023142,608871.3335826762,220,71.6921218621935,16.873744176977976,1
177,20,1528.8669065747956,454,97.2929103291551,0,130.1688196250333,1000130.56038332,232,92.44348984801033,11.115823131332414,1
101,13,1986.6896477319556,351,89.66410477807142,0,217.97844552976457,851658.998890503,206,63.503022936646985,11.47746324437961,0
132,17,1620.8293816130565,147,71.17663536704288,1,285.0138122940328,301920.5256386262,269,92.22701516170817,14.281233678183746,1
160,15,1609.9795800284178,283,65.26614355173034,0,358.2396810746485,1003011.1349743003,242,86.76734608796572,11.957077516387878,2
193,17,1925.4691293958876,419,94.1881380037279,0,203.85906600409828,571772.8283341812,164,89.29765836521797,10.278497775827557,2
166,29,804.4045513623532,286,66.61209144551844,0,296.1360253373385,307884.2259682926,260,77.28852750340094,18.050148801180704,0
118,25,1348.3249473821606,189,94.17043155989343,0,205.0596043069657,409977.0854361417,250,87.18903184007033,10.195225706979942,2
148,14,1969.470072550825,431,79.63060026849442,0,285.1658748983374,394279.7332731766,268,84.36115778827663,18.30689605198014,0
189,8,747.9411664552619,238,76.26227135232418,0,365.44238410919525,671127.6720638061,225,90.75920780914518,11.44103963032966,2
74,10,1550.3779391667815,456,96.12763115337717,0,169.4072926778227,357807.09974566306,169,77.87079337873008,19.74678410807116,0
172,11,1378.7152189578528,188,84.15403930161112,1,221.27249263211175,235923.1361417338,280,78.9130249958521,16.0387391182619,2
102,9,1379.7186382830605,373,83.06456028518872,1,397.97955892892395,236059.9356751368,222,85.7430489095928,17.349829716298956,2
193,15,1546.5059412801127,118,82.3506377849759,0,360.5671084748382,741603.8168530063,271,64.32309974665553,11.104836279680649,1
106,17,1894.4253843135264,410,74.84678064078126,0,269.39195736886063,908235.2177343165,190,77.4497779345727,18.6210407345148,1
88,29,1673.872909777007,457,91.42572414116509,0,254.98827755628258,453686.3097221749,279,98.87803381039222,18.391923428715383,1
158,23,584.204155124315,473,70.11193776063092,1,185.3801146914043,138115.78079541877,172,61.502092802401826,16.529927315417176,1
91,27,1779.0920298135668,253,97.555798401651,1,255.1628283080588,239947.3756307118,172,72.64018891465575,15.022748645953873,1
191,14,838.311994888599,489,95.75940820187843,0,354.45444948398415,1106164.0163707628,293,72.56439276357483,17.214891731316726,1
171,14,1065.3712471045578,359,73.49921302699593,1,305.55235398333417,642898.0255483983,158,85.3385647694309,10.059282153368782,0
182,15,1192.5992204185732,207,89.17855079326655,0,187.01320845339598,598930.0905766923,162,64.2320143769656,15.924407553984594,0
124,25,1221.3590011296046,470,82.92892777798366,0,160.4391763160599,141854.0961411,200,85.14176123515445,18.474061349292366,1
195,11,1152.7705988830353,384,73.50597207996938,0,179.56256109904874,901500.724548589,213,63.801609626064774,13.56899887174755,0
125,22,1906.0299413237967,158,99.54086591981786,0,150.92776041784796,680874.8890252868,201,63.79814589673324,11.082893564829169,1
58,8,1559.0285114960368,224,61.00949383393057,1,128.69220880711478,322289.02969517285,187,89.1273342875393,14.208772497432061,0
123,6,1446.7559689350596,453,70.10584122485147,1,225.7408523326165,221081.13619916292,249,72.96540695331186,17.27104449058507,2
194,18,574.7630416744123,372,80.80296244444602,0,133.9898813194803,521726.64999519836,295,99.09691790854991,11.073012103706725,0
56,17,1855.869995390562,206,80.87812013914255,1,151.5737673181313,1020878.1606145282,200,61.4941174574222,12.0604856021289,0
190,16,1864.0852880125942,398,83.55732299782257,1,264.19740530184583,1051824.015121127,286,77.80426654871977,11.475518468287,0
186,11,1670.3195951451535,344,90.06704688091676,0,149.37978210987242,763131.0184352001,290,64.52543750696094,17.96947755575225,2
76,6,510.54380572042874,435,84.93911322077186,1,119.16393022927085,900290.069953157,204,74.05515867032435,10.628926224524868,1
171,17,585.9203766164351,346,84.01125842112148,0,195.21665500836556,226671.36614315741,258,99.92889802436201,16.86586502114433,0
54,18,837.8355534027346,107,62.14057851652173,0,166.09572958659027,746938.6720146403,193,95.55370046954127,13.664569207531914,0
78,21,697.0241122173601,240,75.06121151157194,0,254.59155639831303,833662.2738358999,259,61.932976354215874,17.557912428853022,2
132,13,1098.2540445555942,461,69.28222958804623,0,130.7101253749628,320784.1272051714,277,82.53023375302733,19.643834187840376,1
185,21,1883.9345871316846,107,70.61480446407901,1,325.53123630489347,1068170.2062012847,254,85.91289219297742,11.145452995864822,0
158,12,1208.0906512954975,451,82.17349897361379,0,371.8700558305416,314496.4112731217,159,68.38138495800503,13.143850410674585,2
114,6,520.1039396482485,193,67.98021259718433,1,323.03055218685836,444825.0958310955,249,65.80422293585801,18.10125427718857,1
135,28,924.118534368143,420,71.7579640406759,0,259.8481112204183,782612.5317258044,297,96.17524538662093,12.661583860511765,1
194,17,566.8923625594423,138,69.48338834069361,0,358.20034653666556,802185.0716438039,258,98.75265765933506,12.15120597046041,0
120,7,554.4314339202532,180,97.94011772872778,1,308.47551393445224,869323.215086104,257,99.67571429278567,18.25377977868972,0
94,20,913.5797796433284,286,97.7866292868438,0,103.16533673505695,223212.88437502625,289,91.59047094938538,19.870823640059704,0
181,10,913.4185080184182,183,84.39766234384207,1,218.22704583235094,1034410.8729214108,295,86.54008277621028,15.568805901479656,0
85,23,1680.689903902406,187,96.980898749276,1,355.28556982204,686131.8455115858,243,73.82921008771991,12.780487483333392,2
119,11,1962.251979171668,341,91.43250581873492,0,203.75765739258077,618453.9735155752,212,66.85593249299009,13.98565961600054,2
68,14,1056.8106408349975,441,83.59791531207236,0,110.56455205765705,1179207.3869648606,233,63.159223974649265,11.70130327383609,0
157,13,1143.330318291558,192,60.257408459871826,0,323.8538915656817,914416.1266351218,174,87.73189874205968,17.618872788907524,1
140,6,1767.184154429032,185,90.90065144317616,0,340.61148108486054,229806.62928131234,161,91.38893660717433,17.73474017822768,0
139,19,902.2085301432701,143,88.09953366353875,0,148.17810851299257,932193.0839488647,298,93.0581460981992,18.751209923824945,1
68,9,734.5727066051719,236,84.61014613129656,0,261.2021490529544,204773.82737015642,174,96.55060013215194,10.266025635965638,1
88,26,1779.6344351054756,173,90.41697246729888,1,157.58663169871772,130217.61876428334,160,95.19718254553494,15.619813416263792,1
175,8,569.7508796600982,135,80.51688659099062,1,315.770325713244,543988.4847968868,213,99.9896508903237,12.142554343431843,2
190,24,1429.5491602991235,200,88.16333085285356,0,181.4651365532457,1192935.9901011405,275,69.76256043869006,13.40883015492357,1
175,8,1342.9892712002102,255,97.40688346905974,1,194.86453676899902,292372.3298143489,199,90.53230460848843,17.849556152865077,1
107,22,1018.8806712525414,354,75.03220063384344,1,353.4912560920304,839908.777879469,238,83.4583804949919,11.920336523614962,2
197,8,972.7842816460385,270,88.32487339602501,0,242.8967056620713,290735.6728267313,248,70.4498052981433,16.383417505810897,1
110,21,1657.786589272432,315,79.02751272043835,0,300.92633536547436,897265.6724542247,265,99.27621289147771,16.545661912235982,1
176,16,629.6369161438197,269,86.97598607255927,1,220.7119152167403,655889.0350616088,245,95.91592419097009,19.540939149023007,0
154,26,855.176463967078,351,90.51573342217456,0,189.40205715812664,847968.881098314,163,65.14062673776466,17.75160928528937,1
50,21,1598.6730977571347,459,61.81810001743184,1,287.6434181273984,323160.49350565806,150,61.04633369293679,18.036351471536932,1
180,14,1322.4808755896363,421,85.86401775794647,0,146.45727222364638,920191.1657725521,174,87.53323049330707,15.316007490178935,1
141,26,691.9823128003795,154,69.06964737627779,1,211.8999506700589,1195180.9655849773,221,84.1652251542614,11.867808071623706,1
162,5,1823.2034214230903,190,86.80130151230267,1,162.71111121577667,832215.5506885557,218,97.43262496444584,14.255633657183516,1
105,26,1090.1717698453872,377,78.73320743735255,1,308.7384900822236,642827.9978801655,282,69.3602114864148,15.494895735118204,2
166,28,1741.8025629832593,200,90.94210967459549,1,383.2626515038323,1115491.3874811912,254,63.375517915799485,16.78419251713712,1
183,22,1681.569523291563,254,64.93603260822385,0,398.6532904047599,117437.02645506393,296,70.36861335087946,16.077091118319274,1
107,22,1436.6381697075922,476,85.0528940662478,0,235.08304313247723,902915.8712144032,172,60.75710562045854,13.939778289172436,2
93,18,1241.7216969426395,448,71.1388291571021,1,175.75911689093334,1077621.168495194,158,61.43571004755729,12.653131069958414,2
110,19,1969.3262605726354,463,94.11927981322366,1,232.84881111529725,167842.0419830532,267,96.59431223683038,11.68230843203683,1
96,16,717.4476085697256,240,97.1353402254523,0,354.1808229888171,595070.5874573339,243,74.08066330007513,16.938453862722664,1
198,8,1587.7335913266722,272,99.85593174716222,0,161.80170356561197,325191.39934499876,293,76.43236004038722,16.45398674312485,1
129,7,786.7860521971835,109,91.84029609709134,1,385.62869549587714,723169.9821466131,182,60.734866181524175,16.873724657578066,0
167,24,1007.3946579985226,327,90.14936281712018,1,202.55973063944532,814497.2544640265,279,70.82087120687386,13.72527452802795,0
196,16,963.0481150597928,364,68.62003035470204,1,395.74109783509147,432885.5012216305,163,92.18903934965724,12.62407822570745,1
69,11,1920.5539816080845,347,73.44028235960435,1,351.58266626018866,605979.836645911,150,84.61963838666877,17.597213286809254,2
195,15,1951.0342666824129,346,78.62730167049118,1,342.57116024421714,407273.43380421546,239,90.15122404345661,17.73647395055334,1
96,5,774.5231663520908,254,90.93524191128999,0,195.37140213198506,506330.28090062516,238,77.8885496317514,14.556163739668406,2
98,10,533.0527404462563,133,96.59863460311874,1,102.63316358437883,275493.9523572659,293,72.3891688700532,16.11904084767324,2
63,19,1580.0120594946698,228,67.56556400091938,0,214.63987264779635,1074115.3879441945,239,79.31240373313481,13.735196642317412,2
192,19,1126.9849008057265,259,96.89469938680412,0,190.5428108988081,111011.45161505007,163,72.92284273623005,17.019472001198068,1
50,23,633.2603676313465,188,87.82498609416231,0,111.21909712263918,1070650.1050881674,260,93.55884386696272,18.357215966478712,1
166,15,1525.6311583655638,192,84.43082922740155,1,251.6095769517789,728846.7661847124,292,71.90694862371383,16.882332773356495,2
103,27,1317.6582923910496,426,67.99365085127758,0,220.909393384821,464823.6285947192,232,86.39054561812335,15.125826268471364,0
167,6,1970.775233001659,340,62.22100131236602,0,290.3669403224574,895362.8380063627,221,65.4792888923811,14.586579594923704,0
52,18,841.1142437920685,422,82.7385959403176,0,286.355896658225,658527.3670489307,279,87.4746597493964,16.423196509757442,0
193,6,1105.9668144898224,216,86.0606273331557,0,136.22399076900405,649019.5239183672,176,96.53198846400136,16.7981089160133,2
61,8,1313.8187050931342,193,68.43125797418753,1,393.0896638379868,221156.51121086307,223,84.34332618559634,15.58729443524539,1
123,21,1687.5499826800274,262,82.25824823301826,1,156.07942883243408,528467.6285399495,248,82.3942152013791,16.24942275107395,2
65,7,1323.257985080088,198,94.25973611050294,0,233.58220742941137,365170.7804424103,221,98.4447307208656,10.965886824945322,0
151,17,1419.3502412929238,212,93.4026378182008,0,246.43526303012047,117265.4961559076,172,85.09586221263385,19.517655161423267,1
166,13,839.2205773849112,458,97.09420722345189,1,343.91883916423603,496109.5938603246,217,70.3820173309233,17.90773063732034,2
57,11,1770.3780921328398,190,74.63543238227521,1,129.76887882839404,198804.3423681652,291,71.69564095390962,13.739278697067839,2
171,19,1142.9458204557136,445,72.72198290203674,1,228.59328376255954,382513.0414977037,266,88.21226570143709,15.6281261095363,0
141,27,711.4394412826539,305,89.97704023923234,0,288.55065107086114,201768.2833014039,255,89.41746375568745,10.473245301364214,2
139,15,1496.281871758126,116,77.2444962038802,1,164.54668648721668,211035.78811203875,242,72.1398492715606,10.412278139990605,1
185,24,824.1356797779613,373,63.501946561111225,0,288.2403696298218,318912.4238567071,214,73.81375911705321,12.507983351119627,0
109,6,646.3437653589497,272,71.31204522681999,0,377.0994512648958,1199834.1689350402,217,99.64226034956349,16.89701642364623,0
77,19,1792.9803626064083,215,76.74329142125956,1,399.25543935180247,102402.55714297364,277,64.0781019832111,18.521477478000115,1
150,18,1190.2433967326594,448,71.70065701905008,0,109.73532303720272,802539.8997324458,212,76.18580113760397,15.591858799798484,0
90,24,1623.9255690436646,280,73.28822283789286,1,170.67646847340325,255368.06782921308,262,62.4979012479003,15.321327395823523,2
194,26,935.8813397095327,190,71.75103624697563,0,193.09213473750924,1112690.9503818534,239,92.84313447992963,14.02309533791466,2
190,15,1680.4552023764995,181,61.65996668732318,1,219.73783013348984,202996.18266699216,230,63.69383355781729,11.615979559580211,0
95,7,667.9038905322955,423,85.4837880329777,0,172.67714727543023,1150569.50583886,252,86.96029425850844,11.183541013265875,1
84,21,1033.960060692279,213,83.89169681413877,0,161.04639836659376,772019.0262318257,265,62.25933696013928,17.60679761220966,2
183,16,1967.0927269602928,356,86.13533993914723,1,386.36615272525,101394.88460703928,162,86.91420151238765,19.275035512965758,1
131,28,1690.9845745520092,157,67.6923958413451,1,375.55648083115534,1083407.9177084868,273,93.72147787710813,14.582832163862731,2
164,25,1245.8838954720322,253,71.82618166449942,1,114.09775030093525,673882.9815036101,296,75.9528610769623,16.594456587156383,2
96,19,1009.6662073428276,464,84.78463707779689,1,201.64390648145445,388936.708863533,237,80.88505973728708,19.14457650880941,0
59,20,1808.2035500337147,215,83.98510273839685,0,221.544566103522,944007.0952671932,160,76.0616695202113,10.901136329341446,0
105,9,1317.2716386267734,442,80.25321237417072,1,171.704360399783,1119332.109275557,164,72.01955034530556,17.704814531190298,1
79,24,1637.6375268036666,365,74.0165300004079,1,288.6618690964526,632059.9054614733,159,92.13053602508512,16.16816884375575,0
158,10,1631.1615204742461,414,96.5172401909876,0,292.1142239932723,447108.82188742195,190,70.88010294923959,15.986371788298612,2
54,23,526.9185178527378,302,73.59080969195375,1,355.15126849857916,967839.6363284194,222,88.91773697557788,12.925404284815698,2
168,29,689.3806741889202,140,78.22476625749006,1,322.26078051556533,849964.0475673001,201,68.2478831702081,16.83893354777677,1
82,9,1489.4440495921135,204,87.12455323816835,0,262.7719980897867,1077627.7321252995,277,69.99415184313318,17.947977548207767,1
167,7,742.4297169288071,488,81.72085723467056,1,296.076031013326,861765.4140373123,177,73.4584465030885,11.128581649436972,2
114,5,883.240016983407,477,73.87543905457542,1,182.19663446290542,367881.1727894899,214,83.56625509575153,15.335214309809839,0
195,10,1919.9569312994108,292,77.42579161826039,1,277.9168569902073,1124825.174734921,166,78.17689276638164,11.012651809874097,0
60,19,1340.2733875623678,377,91.77923271414025,1,246.76817642497576,215319.32192659046,244,89.80579239311282,18.725740192976446,1
134,6,1626.0942604990207,453,71.12516621946449,1,140.00334019491112,394737.02511753264,287,68.54269201344769,15.076367226563473,1
75,7,1336.9711081739597,336,65.69020959107262,1,172.76328297489124,672214.0684962742,212,60.426891513953365,18.079656892607574,2
112,21,1328.7704221740878,320,72.52652807319109,0,187.5080352164758,722316.2286779915,187,91.0622988714088,13.680856376662142,2
135,29,641.2278651885468,167,93.98136861951605,1,377.2928701157674,116841.64528959597,219,92.8659733552029,11.250782268163254,1
108,28,1015.4947889136546,296,63.55958859425387,0,169.11599181576685,958629.9984030339,253,62.37920652433558,10.414993043857114,2
76,16,923.6463480297675,355,99.66784293489808,0,186.77317084590044,497768.05026792845,202,84.43630088633586,12.815096207723755,1
147,22,1086.09254842042,238,81.6401159571065,0,210.8062390268297,547060.3951023517,268,75.12827135492311,12.442337003640786,1
154,19,1697.5162823364924,411,99.39382975868375,0,299.1228215876161,990306.4988806404,223,91.75582620778067,15.60351974019962,0
148,16,1057.8990018752972,248,97.5598568834391,1,135.47151774164215,517211.730900299,203,94.97658216785914,10.217388380637074,1
178,20,1177.545228847524,198,78.11254856843667,1,386.1835637481328,151947.3641442303,169,94.04015067188996,15.205705442991734,2
198,12,1096.0720857279748,175,67.93964298421396,1,359.67136602842936,294083.74751738535,228,91.08816989403408,13.91771742012003,0
104,18,640.1119579629434,381,66.59539106260554,0,273.16482190268505,1151493.4896270006,180,70.76208914968652,15.77122269914442,0
55,29,1161.6082373761756,470,69.5995745547983,1,302.21136022748703,177445.8986427656,284,92.47558574273268,17.024175281503645,2
144,21,793.4139095667725,208,88.4053056225815,1,104.9981413732648,490424.32106481784,207,81.33913903625171,16.34091945079839,2
182,25,780.0849436595622,287,70.91799978925951,1,201.6834326045346,653497.0837564791,254,62.11026459328363,19.84644369373366,2
151,12,641.0541566513996,298,73.65701078417193,0,338.69806919843256,642608.9100724161,159,78.27755399592996,11.38265343876871,1
52,19,1035.006461212647,402,77.95115215978458,0,123.24489213771577,104355.93731335703,159,97.68631668119974,14.297370089297786,0
72,18,1636.2228271841261,426,96.52930721685826,1,184.69415026321605,651279.0046032394,188,95.51437398942211,14.248307366433112,1
102,22,914.6625358750941,253,67.57573671539384,0,275.5890485002934,522149.7037751501,186,64.09057123988464,14.170532037029206,1
132,24,968.5236528282703,139,60.20106210439212,0,176.92390830968253,1169287.2690220128,268,89.76506742857481,16.637983920426684,1
194,11,1464.0119865086353,232,62.4038564151268,1,380.1933922433558,275074.9923932128,216,92.2317146383294,14.898280605467225,1
134,7,793.7612188803782,231,96.19065366720471,0,139.31758924128712,489569.6164354445,192,70.85552752947059,15.17432559812963,0
127,16,1845.4368956353014,378,85.90065859373453,0,339.2183073723336,561429.6335988017,201,78.86434282964369,14.323559921467647,0
159,25,1280.2857848773317,461,70.92162477311227,1,252.38460757192246,529762.8908110437,250,88.43951765854732,19.916994610185625,1
50,28,1171.4044104803256,183,67.08770004044764,0,325.0992327459868,832413.9104170487,205,77.56165955284592,19.275613488190423,2
100,7,1336.7302878938021,498,71.77066946548457,0,193.21459849343424,337064.1433025457,225,64.51187675466308,13.07724189364371,0
53,24,749.0514701242932,341,64.5918770900512,0,254.34688069361164,343178.70809539105,217,88.23529778726886,11.115939247666672,1
162,18,1420.2097079587643,215,97.66131641137764,0,357.0506049169529,902132.0433509385,286,96.46554758941214,18.39764724038603,2
81,19,1044.6511049510157,208,91.36824697461067,0,240.0634297369313,650319.5705459976,255,86.0993891362463,19.971702514257245,2
83,29,1845.7795114469284,320,78.49564707650163,0,207.9159585730809,556671.2436630414,274,90.95202994276136,12.926088940396454,1
141,18,753.2813100165292,491,94.59850420460808,0,260.8466158758208,286123.356844977,241,74.33450142631314,13.577849258417663,0
144,11,1260.5766557981615,140,69.97832817172929,0,315.20882591091004,306279.9452033833,172,67.3279298050654,19.41633181485203,2
121,21,1397.168944053527,467,88.68482273888773,1,233.0690036495508,111606.80049749059,258,85.7109464647317,17.1112951800309,0
88,16,550.0754026795719,246,94.24529996054974,1,381.6630925426819,200568.89574788016,210,73.11084823364875,12.956383317796362,0
167,24,1045.5396871342105,211,74.2707484649309,1,188.4837472127026,712522.5641592651,193,94.40294075959171,15.810464912839151,2
52,8,1598.9528520512492,202,90.2985778180287,1,242.63908185073612,1081060.4430092508,165,64.90512199912027,19.44229579364256,1
172,13,1730.56626117346,145,71.80289397057237,0,327.0782978024324,415881.2416436132,171,77.33854798932495,18.118131069457785,2
99,10,969.7429922259234,423,71.95428541036124,1,306.73632714872747,460521.948485741,206,75.86910401873544,17.418327137286596,2
61,20,1697.8899085741268,477,64.28228714216745,1,359.0923157251469,227166.17167266342,211,97.52215414215718,17.369963117270224,0
103,29,1951.6338156550833,370,77.60232186037595,0,399.04275420433265,527494.040167813,256,66.12539202417615,11.780203242922703,1
182,26,1785.310904112641,484,89.18847625989689,0,228.05749863852688,140943.87502626207,220,60.39387300048044,18.246812392279367,0
106,26,676.4659822389879,294,97.60883222285139,0,133.34526393499357,1109360.7658880902,239,69.5234085122847,12.761186324434581,2
194,25,1609.595498128311,466,84.15187967716385,0,109.1247642423904,840422.4829369815,221,92.81107439074617,19.303666579015296,1
161,25,979.5002486608171,379,94.52542150942956,0,318.06307184193145,1189823.6903325408,219,68.37287264188069,13.64639991013783,1
96,6,1982.6239841181148,382,92.89978597160908,1,362.2041013926147,1071105.478946343,179,69.6351225482193,18.576603970422564,1
134,28,1228.0384747398307,139,66.93372211901124,0,166.21377578332562,620289.6530679679,252,65.19595218147244,12.662334945178014,1
191,12,683.6508475384115,288,79.43269715650526,1,147.5344111569718,671653.5342654146,181,88.61744813106162,15.145269365822404,1
115,15,1587.778322041086,263,64.67694142101566,1,118.6615274577073,309633.65116891323,235,62.76696762021669,11.068852954890605,2
124,17,984.5167975793208,123,87.2861264624654,0,346.8108765151619,608243.2771235112,206,73.24833209314086,16.60118902996174,2
152,21,1995.6172356224924,123,97.99598672984304,1,193.4145819677753,1093330.6608420927,258,71.29994906483859,18.360792751668384,2
87,12,1969.6736867817829,103,65.48357832315025,1,220.50906782793294,155938.76599940323,158,82.20638919160619,17.18447281302416,0
99,25,1484.201027030871,422,89.35532523210165,0,250.8250574828837,1049912.4832981406,180,89.21665060078942,15.232585129386573,1
147,22,694.7396734275763,389,85.28952603471444,1,351.8359702628652,475042.5818068707,220,81.3150573878699,10.451158786014595,1
131,22,1530.2914965125435,280,83.34420148032399,1,295.24996646844545,1089464.0416059408,286,97.24103971900271,19.334410071708582,2
79,18,639.5457296900408,347,75.60480938753356,1,284.5193889573434,1134967.8969756332,162,98.05770555549327,17.054895485786346,1
128,19,544.0462386535885,215,74.2052659101525,0,152.7016299867732,837951.3757020965,280,74.45861313994061,17.45864238365333,0
140,10,1734.437669332229,378,61.80996756075552,0,253.95696751294892,830866.1652519456,184,91.1072150509957,17.946805755108073,1
101,15,814.629421525522,464,68.71634833008054,0,314.61430515359655,598029.7714796141,170,89.55205533072758,17.47743425927611,1
128,17,1068.540689328646,168,60.60707529147307,1,391.9782649091475,1019094.2469980782,213,95.71858366819309,14.411161640983337,0
79,29,1960.1860849642596,450,83.25668422328081,0,160.42189276400566,1157774.0342766114,244,77.91774560830814,17.33621829287947,2
155,5,1005.2607527916549,353,64.23412943511636,1,102.86300592016799,952589.9803730311,183,81.21892748791169,16.25026787810329,2
100,10,944.7346719249729,280,94.92077576118865,0,122.59043007954092,784130.4071323802,270,76.63097254326296,18.540163336687865,1
130,13,1877.3119994341628,417,80.92572082788661,1,212.7557395545938,767472.1854034704,164,94.01507677198822,18.024598153373702,0
182,12,666.1226679784372,268,87.98759636234834,0,346.1633943237961,1034416.8917420285,269,69.18809261448537,10.413743824672599,2
78,15,1639.3736151719477,412,76.43428367361986,0,102.14262453047351,695324.1423484281,245,69.58836312969778,13.788870903326053,2
181,26,1982.098349979161,348,82.42319236004195,1,237.01917786575208,984245.874873705,155,74.90420414308319,10.347161521838945,2
187,23,1851.9440161619732,287,97.70636707866521,0,198.76918460241836,659773.7806916704,258,69.21371328409404,11.02074924766098,1
194,28,1477.5018780596388,153,63.30936158494683,1,115.74451302991827,168688.70247131656,246,82.44027345659683,16.014107220036113,0
123,13,971.0911924890979,425,70.15751087694784,0,235.0708860017852,522341.70979457075,181,65.3796042598201,18.738218211622534,1
66,21,881.4829717674751,456,91.19953307642177,0,176.42461220101563,588885.0534386486,232,72.80744877616222,11.198247587092672,2
133,16,1728.8826573071917,412,63.949488275306635,1,205.56545030410194,255778.96948527894,267,96.5377879390236,14.510892874668315,0
118,29,1819.732870927543,237,63.02644415616443,1,311.68459143528787,212745.9621081341,228,76.36901920767184,19.108789048064438,1
83,18,1288.1523688185393,267,74.46165595016154,1,256.46529517329014,689011.4446226496,227,89.92934865974037,18.143009836715876,2
55,19,866.5099111796992,490,63.68671833889729,0,137.394228697844,193658.00021169038,296,64.53848766826296,15.196678964659299,2
102,20,669.4148126167604,202,83.40313768824812,1,388.42436212709174,433239.6846790924,256,69.90258032567138,17.71571439328831,1
175,26,630.7692017477468,184,69.051010032664,0,290.77322971292153,919056.6735593835,275,92.29382484801474,15.22693774044537,2
92,26,1578.6161710307833,416,95.8279185279749,1,329.76052769875946,1160875.397524779,164,90.51971745158777,11.580923372828488,2
164,24,1130.1780917715873,311,91.34000323381026,1,123.76394500251124,889657.6386071214,283,75.44623674375285,11.247361132216792,0
160,5,1858.0398114168056,102,87.98820824397905,1,114.11751383800566,1191888.1032981572,222,98.17587608133897,11.883682320670697,2
129,14,1609.5069510901455,483,84.67776109538008,1,105.83441511042435,868171.768407343,250,96.42572063338181,13.509220949656795,1
144,12,786.89062687188,278,94.53862921365854,1,156.63820833203334,423173.91771976027,247,98.4920299644896,19.305292676740187,0
167,22,1420.6661282235486,441,68.92248246171027,1,224.32251931554856,839257.794555898,175,77.11658760751142,17.996784136536014,1
193,5,1153.258181597239,402,94.92435371056911,0,380.74784002084687,872372.4417165943,241,67.89894334742732,14.328015612263176,2
57,6,1365.8745961529196,431,91.57969193696209,1,237.11789777973289,508899.68307810667,274,85.06634556365364,14.93076709787574,0
181,5,1607.1036850077758,137,89.92643305550743,0,187.0765316117588,119485.23567032791,222,87.39092633116795,12.656094576664149,0
153,5,1709.2938215056863,338,82.45022712299696,1,268.580576055899,873519.7632530356,272,65.0176713780208,17.0435295647213,0
181,13,1765.6059896100865,268,69.849766438824,1,133.58037344043677,123870.10480309578,202,91.45932137183624,18.02765671462038,0
74,17,880.9623118580371,496,76.94191663967585,1,282.851767301495,794306.8858660783,227,60.72240879039842,12.389046956675767,1
145,5,546.6733998760366,442,91.74282618155206,0,270.529586299151,279978.1376168106,241,79.30913549907133,10.418216237864653,2
142,17,1608.9421027471597,413,61.27113937429298,0,337.5979100217129,722163.8805228476,237,73.2406503797958,16.238889431629705,2
110,24,659.5155893836619,405,91.28203077055034,1,396.00628348510725,654304.32791866,162,89.61212239596335,15.625121191353166,0
171,26,972.3793829194515,129,69.60282961950266,0,175.26204151483316,114865.00653680082,192,72.51042909687264,14.021311550288765,2
100,11,505.7257011865207,289,65.77236802886412,1,252.8969352411282,499152.3986946138,225,93.07228451124132,16.4389394177321,1
196,6,1522.50422360243,456,64.6280527272121,1,372.6596218957011,761200.284135933,200,83.79813955123242,15.506132979851436,2
70,10,750.6980172068319,124,61.09000047803261,0,335.5569653268524,1033467.2070886578,168,91.75573447048288,12.505815765941929,1
54,11,1482.9236145374873,211,80.94345940885812,0,246.22189093024227,1077506.325220169,298,99.57362551358494,13.977289756227224,1
141,18,1987.6139257517582,305,68.73039490774917,0,383.61149488443334,632234.9670365456,271,87.16633382974227,14.281135697472417,2
110,22,609.0063074150244,284,99.57727063118526,0,117.17100805504282,901264.736029382,173,99.39801265446576,18.80247994475564,1
71,19,615.617017927191,481,82.97747023488823,1,379.2995859137752,448100.03418680344,175,61.15345307686822,19.609041541289592,1
198,6,1010.5701390000124,478,65.51541077424042,0,115.15221771484197,476405.0463345232,269,73.52559953935234,18.93001362396497,1
119,14,1799.579771377013,146,87.55050163245461,0,264.1914232344053,313909.87110054516,231,64.31413058249237,17.191780240519797,1
